Player Name,Position,Type,Wins,Losses,Overtime Losses,Points,Goals,Assists,+/-,Shots,Hits,Penalty Minutes,Faceoff %,Shot %,Takeaways,Giveaways,Blocks,Shots Against,Save %,Goals Against,Saves,GAA,Games Played,Points Per Game,Win %
D34DLY_ST1CK,Right Wing,Official,9,11,1,31,15,16,-17,62,43,16:00,18.8,24.2,55,202,7,0,0,0,0,0,21,1.4761904761904763,0.42857142857142855
BigMork,Right Wing,Official,23,29,4,122,52,70,-18,250,210,113:00,50.2,20.8,123,623,26,0,0,0,0,0,56,2.1785714285714284,0.4107142857142857
koberipple,Goalie,Official,30,53,5,56,15,41,-65,142,191,71:00,28.6,10.6,174,365,2,511,0.689,159,352,1.79,88,0.6363636363636364,0.3409090909090909
T_MACK19,Right Wing,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
JePeto_132,Center,Official,87,91,16,392,171,221,-73,765,1095,293:00,52.8,22.4,500,1450,70,0,0,0,0,0,194,2.020618556701031,0.4484536082474227
Xxja-kobexX,Center,Official,2,6,1,0,0,0,0,0,0,0:00,0,0,0,0,0,196,0.821,35,161,3.77,9,0,0.2222222222222222
ncs220,Left Defense,Official,49,35,12,242,116,126,-13,444,259,83:00,53.6,26.1,299,1046,56,0,0,0,0,0,96,2.5208333333333335,0.5104166666666666
PhillySteve76,Goalie,Official,87,64,14,1,0,1,-7,0,0,2:00,0,0,3,19,0,2544,0.801,496,2037,2.98,165,0.006060606060606061,0.5272727272727272
Jetup91,Left Defense,Official,39,35,6,74,18,56,-45,121,290,31:00,44.4,14.9,206,398,77,0,0,0,0,0,80,0.925,0.4875
G_bone8,Left Wing,Official,23,28,4,110,60,50,-17,272,254,30:00,75,22.1,133,556,29,0,0,0,0,0,55,2,0.41818181818181815
martysox2,Right Wing,Official,30,34,6,149,72,77,-21,322,176,34:00,46.8,22.4,190,799,14,0,0,0,0,0,70,2.1285714285714286,0.42857142857142855
IcyHot777,Left Wing,Official,10,12,1,19,2,17,-16,32,60,26:00,0,6.3,77,113,31,0,0,0,0,0,23,0.8260869565217391,0.43478260869565216
xWicki-,Left Defense,Official,21,38,7,36,1,35,-89,35,180,95:00,33.3,2.9,139,397,108,0,0,0,0,0,66,0.5454545454545454,0.3181818181818182
Xx_91-TAVARES_xX,Center,Official,48,37,10,219,83,136,24,255,311,92:00,47,32.5,262,656,39,0,0,0,0,0,95,2.305263157894737,0.5052631578947369
parky_8,Goalie,Official,48,30,11,0,0,0,0,0,0,0:00,0,0,0,0,0,1545,0.815,286,1259,3.01,89,0,0.5393258426966292
NHL_Toronto_Rule,Left Wing,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
GravitySnipez72,Goalie,Official,13,9,0,0,0,0,0,0,0,0:00,0,0,0,0,0,303,0.752,75,228,3.37,22,0,0.5909090909090909
xAmateur_Hour,Left Wing,Official,9,13,2,56,32,24,-19,97,112,14:00,25,33,69,198,7,0,0,0,0,0,24,2.3333333333333335,0.375
kuffnlink,Right Defense,Official,131,145,19,619,267,352,-74,1238,1352,395:00,51.1,21.6,869,1796,115,0,0,0,0,0,295,2.0983050847457627,0.4440677966101695
Msantos,Center,Official,40,45,8,178,61,117,-16,197,266,115:00,48.1,31,167,634,72,0,0,0,0,0,93,1.913978494623656,0.43010752688172044
MikeK59,Right Defense,Official,104,100,15,142,10,132,-34,267,543,191:00,0,3.7,550,850,82,381,0.719,107,274,0.49,219,0.6484018264840182,0.4748858447488584
Stag_Arms-USA,Right Wing,Official,50,57,10,258,116,142,-50,563,462,118:00,38,20.6,312,1376,35,0,0,0,0,0,117,2.2051282051282053,0.42735042735042733
Neverforgotten11,Left Wing,Official,96,85,14,479,254,225,-60,917,413,190:00,42.2,27.7,464,2273,22,10,0.6,4,6,0.02,195,2.4564102564102566,0.49230769230769234
churchy1707,Right Defense,Official,67,64,19,29,9,20,-12,34,96,44:00,48.1,26.5,83,162,23,1805,0.781,395,1410,2.57,150,0.19333333333333333,0.44666666666666666
Marcococo07,Right Wing,Official,3,7,0,18,9,9,-10,28,17,8:00,18.2,32.1,26,78,3,0,0,0,0,0,10,1.8,0.3
JonnyT-21,Goalie,Official,121,57,11,153,87,66,53,272,25,87:00,57.7,32,90,498,18,2008,0.813,376,1632,1.97,189,0.8095238095238095,0.6402116402116402
Thecrazyman4,Goalie,Official,42,59,11,125,54,71,-110,262,246,123:00,54.3,20.6,312,867,23,0,0,0,0,0,112,1.1160714285714286,0.375
Lequebecois93,Left Defense,Official,14,10,1,27,3,24,-7,26,145,20:00,0,11.5,73,134,22,0,0,0,0,0,25,1.08,0.56
Avman812,Right Wing,Official,90,94,16,487,216,271,-44,890,804,193:00,46.4,24.3,500,2022,52,15,0.933,1,14,0,200,2.435,0.45
zPowPow_MMA,Left Wing,Official,1,1,0,3,2,1,-10,6,1,4:00,37.5,33.3,5,23,1,0,0,0,0,0,2,1.5,0.5
TRllPP,Center,Official,29,51,4,141,55,86,-63,254,502,62:00,52,21.7,203,568,65,20,0.85,3,17,0.04,84,1.6785714285714286,0.34523809523809523
NuttyOutlaw13,Left Wing,Official,104,114,16,647,363,284,-77,1160,389,256:00,35.1,31.3,565,2508,36,0,0,0,0,0,234,2.764957264957265,0.4444444444444444
L33t-Ricx0r,Center,Official,17,7,1,64,21,43,29,46,32,24:00,49,45.7,92,316,16,0,0,0,0,0,25,2.56,0.68
Jinglebells96,Left Wing,Official,93,104,19,417,205,212,-136,880,452,144:00,46.6,23.3,494,2165,75,0,0,0,0,0,216,1.9305555555555556,0.4305555555555556
JellyFamBrandon-,Left Wing,Official,12,32,2,81,31,50,-87,143,131,20:00,33.3,21.7,98,399,20,0,0,0,0,0,46,1.7608695652173914,0.2608695652173913
marktsib,Right Defense,Official,57,30,7,84,14,70,23,112,174,81:00,22.2,12.5,271,549,70,0,0,0,0,0,94,0.8936170212765957,0.6063829787234043
Albxrt92,Goalie,Official,6,3,3,0,0,0,0,0,0,0:00,0,0,0,0,0,183,0.787,39,144,3.08,12,0,0.5
JGod350,Right Wing,Official,46,38,6,196,98,98,-7,334,153,58:00,43,29.3,194,1030,38,0,0,0,0,0,90,2.1777777777777776,0.5111111111111111
K-X-N-E-8-8,Left Wing,Official,17,4,0,73,27,46,39,86,64,14:00,45.2,31.4,47,250,16,0,0,0,0,0,21,3.4761904761904763,0.8095238095238095
DonaldAssman44,Left Defense,Official,49,56,5,43,5,38,-61,82,257,58:00,0,6.1,317,399,87,0,0,0,0,0,110,0.39090909090909093,0.44545454545454544
TactualOne976,Right Wing,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
BillysNYR30,Left Defense,Official,11,21,4,16,2,14,-61,29,136,46:00,0,6.9,101,166,48,0,0,0,0,0,36,0.4444444444444444,0.3055555555555556
Darbyclark31,Goalie,Official,32,76,15,0,0,0,1,0,0,2:00,0,0,1,10,0,2031,0.726,556,1475,4.48,123,0,0.2601626016260163
XxKwXaXzYxX,Right Wing,Official,132,74,13,535,238,297,154,856,544,68:00,45.2,27.8,517,2268,44,0,0,0,0,0,219,2.442922374429224,0.6027397260273972
Scubasteve41111,Right Defense,Official,47,29,6,68,9,59,37,87,464,88:00,0,10.3,250,378,107,0,0,0,0,0,82,0.8292682926829268,0.573170731707317
Newfiehockey16,Right Wing,Official,2,5,3,31,14,17,-1,49,35,0:00,20,28.6,22,95,7,0,0,0,0,0,10,3.1,0.2
ohKappyy,Left Wing,Official,7,12,3,52,26,26,-18,91,40,26:00,47.4,28.6,40,222,10,0,0,0,0,0,22,2.3636363636363638,0.3181818181818182
Don_Elway,Left Defense,Official,69,81,10,91,13,78,-96,168,299,91:00,0,7.7,369,728,105,0,0,0,0,0,160,0.56875,0.43125
dj_pcu,Center,Official,31,19,8,154,48,106,29,211,105,44:00,53.1,22.7,135,563,58,0,0,0,0,0,58,2.6551724137931036,0.5344827586206896
ulffy1994,Left Wing,Official,2,2,0,8,5,3,0,14,4,4:00,0,35.7,7,24,1,0,0,0,0,0,4,2,0.5
Mangiapane88_,Left Wing,Official,12,18,1,79,39,40,-17,143,11,20:00,0,27.3,85,353,10,0,0,0,0,0,31,2.5483870967741935,0.3870967741935484
Ze2-,Right Wing,Official,3,9,2,26,13,13,-27,50,28,6:00,29.8,26,42,187,2,0,0,0,0,0,14,1.8571428571428572,0.21428571428571427
JohnEWalker,Goalie,Official,8,10,1,0,0,0,0,0,0,0:00,0,0,0,0,0,313,0.735,83,230,4.31,19,0,0.42105263157894735
Pud61er,Right Wing,Official,24,28,6,133,66,67,-40,271,190,38:00,32.3,24.4,138,710,4,0,0,0,0,0,58,2.293103448275862,0.41379310344827586
DownSouth_Outlaw,Right Defense,Official,1,1,2,2,0,2,-11,8,8,0:00,0,0,9,12,4,0,0,0,0,0,4,0.5,0.25
xxBluntz88xx,Right Wing,Official,70,39,12,293,117,176,79,420,203,82:00,44.9,27.9,299,1156,40,0,0,0,0,0,121,2.4214876033057853,0.5785123966942148
makenaseed86,Left Defense,Official,46,37,8,66,6,60,-6,88,397,76:00,0,6.8,256,381,33,0,0,0,0,0,91,0.7252747252747253,0.5054945054945055
DrtMcGrt,Center,Official,86,89,15,407,184,223,-12,867,693,120:00,48.5,21.2,510,1538,86,11,0.545,5,6,0.03,190,2.142105263157895,0.45263157894736844
Komibryant88,Left Defense,Official,22,17,3,43,5,38,9,33,121,47:00,0,15.2,129,276,35,0,0,0,0,0,42,1.0238095238095237,0.5238095238095238
Crom__74,Right Defense,Official,63,65,9,342,176,166,-20,609,679,195:00,40.4,28.9,325,1524,31,0,0,0,0,0,137,2.4963503649635035,0.45985401459854014
